username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Rick L,211708193,"Los Angeles, CA",2023-01-17 08:48:28,"@LosDLF_ @LombardiHimself Not thrilled with that soft zone either. Raiders, Commanders, and Seahawks had some success against it.",0,Twitter for Android,
😈,735986541361762304,"Inglewood, CA",2023-01-17 07:00:13,"@SharpFootball Past Super Bowl winners better strength:

21 Rams- Defense
20 Bucs- Defense
19 Chiefs- Offense
18 Pa… https://t.co/jkugkdDlhb",0,Twitter for iPhone,
Ninergirl895,1178544173332320257,"Los Angeles, CA",2023-01-17 05:14:17,@HaydenDavies7 @acandrews12 @nflrums Not being biased but if you want any advantage then win the #1 seed! We won ou… https://t.co/kJppH9sZSJ,0,Twitter for iPhone,
John Broyega,101138419,"Los Angeles, CA",2023-01-17 05:04:09,Now that the weekend is over I think Commanders fans should be the most annoyed fan base. Could’ve easily been them… https://t.co/IXZaw4FfKB,0,Twitter for iPhone,
Mark Gonzalez,1170907394,"Los Angeles, CA",2023-01-17 04:30:34,"@JJUR27 9ners struggled with the Seahawks 1st half. If the cowboys play like they played today, I got no worries.",0,Twitter for iPhone,
JasonWilliamSpencer,66150571,"Hollywood, California",2023-01-17 04:25:10,"Next year Tom Brady will play for…

Dolphins 😉
Jets
Colts
Texans
Titans 
Raiders 
Ravens

Commanders 
Buccaneers 
P… https://t.co/JaOPgt2X3l",0,Twitter for iPhone,
Larry,1356053915591032832,"San Pedro, CA",2023-01-17 03:49:58,The Buccaneers &amp; The Seahawks are so bad I can’t tell how good The Cowboys &amp; The 49er’s actually are. SF is on a lo… https://t.co/1Rp2EKOANS,0,Twitter for iPhone,
the Whistle,1511060325096853507,"Los Angeles, CA",2023-01-17 03:47:59,NFL gotta change these playoffs rules. Terrible football being played. We don’t want to see a third meeting between… https://t.co/knmZOQImrC,0,Twitter for iPhone,
Allen Sales,818080537,"Los Angeles, CA",2023-01-17 03:41:11,@rimulus1 @JoelleNemecek @ChiefofStaff_9 Seahawks had a lead at the half last game… Cowboys are a much better team… https://t.co/0InMFWYtOe,0,Twitter for iPhone,
Atomic Ranked,23501344,Los Angeles,2023-01-17 03:16:21,Bruh lmao. At least I can admit the Seahawks were good to a point. At no point was the Bucs good this year https://t.co/TTHZQ4GKXI,0,Twitter for iPhone,
Atomic Ranked,23501344,Los Angeles,2023-01-17 03:13:43,"That’s what’s so funny to me. This isn’t shocking to me how lop sided this game is. Bucs, like the Seahawks, are ju… https://t.co/9ssIr3h91Q",1,Twitter for iPhone,
TONALI*,1158495768317005824,"Los Angeles, CA",2023-01-17 02:47:47,"@CowboysNation They are 8-9 and cause they have Brady, pundits want to blow him up rather than say Dallas Cowboys a… https://t.co/ZidztpGHIl",0,Twitter for Android,
Maurice Mack,2967226791,"Los Angeles, CA",2023-01-17 02:30:21,"I think many would agree that the 
@Lions  have been exciting to see in the playoffs. It is time the 
@NFL
 held re… https://t.co/bLdjeIuH82",0,Twitter Web App,
David Llama,47884892,"Los Angeles, CA",2023-01-17 02:29:40,"@Mikespins as a seahawks fan, I’ll take the bucs winning… get a better draft spot….  but I agree with you meteor sounds better!",0,Twitter for iPhone,
Aaron 💉,1025533770441478144,"Compton, CA",2023-01-17 02:11:57,Cowboys are a little better than Seahawks I’m not worried,0,Twitter for iPhone,
Steffani Henderson,24275200,"Los Angeles, CA",2023-01-17 02:01:44,@BoshJiley @Seahawks @haleighanne *action green https://t.co/Vqe4XmTsEg,0,Twitter for iPhone,
BigR,62134984,"Los Angeles, CA",2023-01-17 01:23:50,"@AndyHermanNFL Tbf, last season was the time, we could’ve gotten more than the Seahawks did for Wilson. Hopefully w… https://t.co/mQzK98tkEh",0,Twitter for iPhone,
Nathaniel Dixon,26093646,LA,2023-01-17 01:08:09,@dlesu_ @CWar12 @SportsDesignUSA @fashion_nfl Clean is good! #1 principle of design is keep it simple. But we can h… https://t.co/t6L321FVfG,0,Twitter Web App,
Jonny boy,423654204,"Los Angeles, California",2023-01-16 23:12:59,@PickettsburghKP @Seahawks @PeteCarroll When your quarterback is Pickett 😂,0,Twitter for iPhone,
Rico Alexander,184906967,"Los Angeles, CA",2023-01-16 21:39:06,"@TariqIsland @Bronco_Hater ohhhhh, nooooo, not seahawks twitter!!! 😂😂😂",0,Twitter Web App,
Karl P Herzer,574882931,"Manhattan Beach, CA",2023-01-16 21:33:18,@FootballGirlAna Umm I was there and it was loud as hell! I still don’t have a voice I yelled every play of defense… https://t.co/l3xJovedEV,0,Twitter for iPhone,
Chris Days,2907276382,"Los Angeles, CA",2023-01-16 19:38:29,Now Ik how the Seahawks feel 😭 shit is still hurting me rn a Fucken fumble,0,Twitter for iPhone,
Blade Brown™,384996385,"Brooklyn, NY",2023-01-16 19:21:28,@yourboyeddie Seahawks were playing with house money from jump bro. Imagine if Geno &amp; Co. were up 27-0 and lost.… https://t.co/9CqSwrf8dH,0,Twitter for iPhone,
Irishfaithful,764521154,"Long Beach, CA",2023-01-16 18:58:38,@49ers_hnic what happens if a Seahawks player pushed or fucked with Kyle?  Does the entire 49ers Organization go all Pouncey on dem!!!!,0,Twitter Web App,
Pulsed Energy Tech,314007727,"Los Angeles, CA",2023-01-16 18:27:26,"Seahawks talk NFL, Athletic Training &amp; Pulsed Energy PEMF - https://t.co/Td0SmmpZcY https://t.co/EtCj3lj2ee",0,Mailchimp,
Kate O'Hare 💙💚,297682907,Los Angeles,2023-01-16 18:01:07,"@NorbCam @Seahawks Bills (I'm from Northern NYState, and even though Buffalo is like Ohio for those of us from the… https://t.co/ieYX9dbfxO",0,Twitter Web App,
Stephen Shih,43563590,"South Pasadena, CA",2023-01-16 17:55:12,@mattbarrows How were the Seahawks able to neutralize Nick Bosa’s pass rush? And will the Bucs / Cowboys try to do the same thing?,0,Twitter for iPhone,
Kate O'Hare 💙💚,297682907,Los Angeles,2023-01-16 17:53:12,"All depends on whom you follow and if you choose to get engaged. My IG Is mostly dogs, horses and gardening, and a… https://t.co/oJfIPUXPM0",0,Twitter Web App,
Jon Malkemus,48384016,LA,2023-01-16 17:23:21,@JayChucksFrank @ramdonomo @rainnwilson @Seahawks Its all marketing. Everyone in the US knows of San Francisco. It’… https://t.co/59SDKGU3N6,0,Twitter for iPhone,
Rohit Puri,68030958,"Los Angeles, CA",2023-01-16 17:04:11,@rjochoa @roytierra No it was the Terry Glenn fumble it into the endzone and give the Seahawks the opportunity to t… https://t.co/XT6wtzNmfj,0,Twitter for iPhone,
MoJackCheese,116288443,"Los Angeles, CA",2023-01-16 16:49:50,@FieldGulls Everyone knows he was mainly a Bengal with Chad Ochocinco. New to football? TJ wasn’t like a Jerry Rice… https://t.co/ZnKuvUFhVy,0,Twitter for iPhone,
1 of 5 Rams Fans,1448419553340321793,"Los Angeles, CA",2023-01-16 16:30:24,@June__NYC @NFL_DovKleiman Cowboys have a better seed than the Seahawks. What are you even saying?,0,Twitter for iPhone,
SubIsPog (9-8) #7,1101625758936518657,"Los Angeles, CA",2023-01-16 15:29:16,@tomgrossicomedy Doesn't he like the Seahawks tho?,0,Twitter for Android,
JBisKeyserSöze,325068949,Kalifornia,2023-01-16 15:26:05,"@montana_to_rice Concur…but because it’s the Seahawks, I sorta feel like we should take just a little extra time to “salt the wounds”. 😃",0,Twitter for iPhone,
JBisKeyserSöze,325068949,Kalifornia,2023-01-16 15:01:38,@DenverDrew44 @rainnwilson @Seahawks Let’s at least try to keep the gloves above the belt. 🤣🤣🤣🤣,0,Twitter for iPhone,
JBisKeyserSöze,325068949,Kalifornia,2023-01-16 15:00:08,@rainnwilson @Seahawks Seahawks are out of the playoffs… https://t.co/2TrjispIcn,0,Twitter for iPhone,
💰,991328720639016961,"Los Angeles, CA",2023-01-16 13:55:54,"Chokers done ✅ 
Seahawks done ✅ 
Ravens done ✅ 

Now we just need KC gone 🙏",0,Twitter for iPhone,
Jesse,762319514734297088,"Los Angeles, CA",2023-01-16 11:29:11,"@hallingnballing @OVOTopShotta Don’t see this happening but as a Seahawks fan, I love it",0,Twitter for iPhone,
USC Trojans Wire,1204524801768820736,"Los Angeles, CA",2023-01-16 09:00:09,"Over the past 20 years, college coaches have had a rough ride when they jumped to the NFL. Pete Carroll is an outli… https://t.co/PoJQf4Fjn2",0,True Anthem,
Jesse,762319514734297088,"Los Angeles, CA",2023-01-16 05:03:28,"@_R00BY @LJEraRavens Nah it’ll be 2023 Seahawks 1 and 2, 2024 Seahawks 1,2, and 3 + Lock",0,Twitter for iPhone,
Jesse,762319514734297088,"Los Angeles, CA",2023-01-16 04:59:01,@LJEraRavens Don’t worry u can use the Seahawks 1st to get Sean Payton after u trade us Lamar,0,Twitter for iPhone,
INSTA: @gossipofthecitytea,1236072261301362688,"Los Angeles, CA",2023-01-16 04:28:00,"@Seahawks @GenoSmith3 Good, stay there😂",0,Twitter for iPhone,
💰,991328720639016961,"Los Angeles, CA",2023-01-16 04:27:26,Losers https://t.co/qyPVdDMoLw,0,Twitter for iPhone,
NFL Guru Joe ,532819897,"Long Beach, CA",2023-01-16 03:38:39,"The 49ers beat the Seahawks by 18.  

The rest of the wild card games have combined for a margin of 18 so far.  Ben… https://t.co/EN0p6cK3Sx",0,Twitter for iPhone,
Rams Wire,4889534300,"Los Angeles, CA",2023-01-16 03:00:17,NFL executives and coaches believe officials missed multiple calls in Rams-Seahawks that benefited Seattle  https://t.co/sfkitNkTLM,6,True Anthem,
Na’eem Walton,1300928744211640321,"Los Angeles, CA",2023-01-16 02:04:42,@Vikings and @Seahawks were a waste to make the playoffs y’all were better off letting the @Lions get one of those two spots,0,Twitter for iPhone,
SubIsPog (9-8) #7,1101625758936518657,"Los Angeles, CA",2023-01-16 01:31:49,Absolutely either the Bengals or Jaguars (Seahawks got eliminated 😢) https://t.co/QehVDcuOtQ,0,Twitter for Android,
Jonathan Braylock,95498988,Los Angeles,2023-01-16 01:31:47,@staymobbin92 @blueballedsport @getnickwright 49ers are so much better than the Seahawks and Seahawks were up at halftime,0,Twitter for iPhone,
Tyrone Session 🇺🇸,395740519,"Los Angeles, CA",2023-01-16 01:13:24,@PRINCE_ANGELUS_ Division games in the playoffs are the worse..it’s hard to beat any nfl team 3 times in one season… https://t.co/3j5ULEi8fm,0,Twitter for iPhone,
Gregg Kawczynski,946928034,"Long Beach, CA",2023-01-16 00:59:54,@Kathy85829752 NFL exec claims the Rams-Seahawks was the year's ‘worst officiated game.’  It appeared all the calls… https://t.co/93jqOeTP52,1,Twitter for Android,
Larry Joe Campbell,261523699,"Los Angeles, CA",2023-01-16 00:58:55,"And of course the roughing the punter in the Seahawks/Rams. It goes on an on. 

I just think if “New York” is able… https://t.co/iIB8bw7Hh2",1,Twitter for iPhone,
Larry Joe Campbell,261523699,"Los Angeles, CA",2023-01-16 00:56:18,"TBF I am an old jaded Lions fan who has lived through the Calvin Johnson rule, the batted ball out of end zone by t… https://t.co/KzKZlubwii",1,Twitter for iPhone,
chris,1147161474705440768,"Inglewood, CA",2023-01-16 00:55:50,@SeattleSeacrow @HustleChillson @NathanE11 So the Seahawks suck is what you’re saying 👍🏻,0,Twitter for iPhone,
ELIMINATED SZN,1099103175083081728,"Los Angeles, CA",2023-01-16 00:04:52,@anozzero @iChooseCookies @RamsNFL @AaronDonald97 Bro keep calling us Champions and gassing up a draft pick 💀 Seahawks trash,0,Twitter for iPhone,
Omar Alvarado,317005888,"Lynwood, CA",2023-01-15 23:57:36,Some good games so far this weekend. Even Seahawks-Niners was good for 3 and a half quarters,0,Twitter for Android,
Nefty,1590542825120153603,"Los Angeles, CA",2023-01-15 23:21:19,@a_a_ron_att @Whiticar Goffs resume is beyond better and has greats stats in prime time. Lol does more ? Goff didn’… https://t.co/oT4zI5x6hh,0,Twitter for iPhone,
ELIMINATED SZN,1099103175083081728,"Los Angeles, CA",2023-01-15 22:35:10,@anozzero @iChooseCookies @RamsNFL @AaronDonald97 Imagine being a poverty Seahawks fan https://t.co/QYQAF1VDkn,0,Twitter for iPhone,
Atomic Ranked,23501344,Los Angeles,2023-01-15 22:28:32,Seahawks was the worst team in the playoffs and I was irritated SF spotted them a half yesterday. They been playing… https://t.co/gXOPM5fI5j,0,Twitter for iPhone,
Andrew Bryant 🍟,206065302,"Los Angeles, CA",2023-01-15 22:06:43,"I'm late but did wanna document my picks to look back on
- Seahawks
- Jags
- Bills 
- Vikings
- Bengals
- Bucs",0,Twitter Web App,
bryan agnew,1059506396,"Los Angeles, CA",2023-01-15 21:39:55,@hawkblogger Lol… that’s the same for all teams including the Seahawks Brian…,0,Twitter Web App,
ِ,1463703363946631170,"Los Angeles, CA",2023-01-15 21:17:44,@LuvvBandemic @DurantTroll @RatioByDJ Niners Seahawks Niners won,0,Twitter for iPhone,
Buck Millions,632189677,"Hollywood, CA",2023-01-15 21:17:20,@greezy904 @DogeBurnerAcc @BarstoolBigCat Just like the Seahawks “deserved” to beat the Rams I guess 🤷🏻 https://t.co/k9wV7gHPGE,0,Twitter for iPhone,
Christian Cortave,1881456794,"Los Angeles, CA",2023-01-15 21:14:47,"@WalkinDude78 As you should!! And yes I was, I’ve played the first game 8 years ago! Remember finishing TLOU before… https://t.co/NS0YL9uBcB",0,Twitter for iPhone,
Christian Cortave,1881456794,"Los Angeles, CA",2023-01-15 21:05:04,"@Mistertom Likewise except the rest 😂😂, I’ve played the first game 7 years ago and loved it! I remember finishing b… https://t.co/JUHgNGtk4p",0,Twitter for iPhone,
Daniel Jacobs,1311440271872126976,"Los Angeles, CA",2023-01-15 20:59:45,@youstolemine86 @PersoninSeattle @SamiOnTap It was the right call. He literally was an ineligible man down field by… https://t.co/BpaCpcW0Gb,0,Twitter for iPhone,
anarchy21,15922460,"Alhambra, CA",2023-01-15 20:30:58,No surprise. Seahawks play dirty. https://t.co/U4B18spPXs,0,Twitter for iPhone,
Ethan Thomas,709511485962059778,"Los Angeles, CA",2023-01-15 20:27:20,@awfulannouncing “I will hold this snap perfectly against the Seahawks” - Probably Romo…..,0,Twitter for iPhone,
Rico Alexander,184906967,"Los Angeles, CA",2023-01-15 20:26:42,@CorbinSmithNFL @Locked_Seahawks I don't think people realize how hard it is to win the superbowl. Your qb can be a… https://t.co/kH2RZy4ww8,0,Twitter Web App,
Fun Fact Fredo,58946340,"Los Angeles, CA ",2023-01-15 20:06:01,"This game feels like the Seahawks 49er game, I fully expect the Bills to come out and demolish the Dolphins.",0,Twitter for Android,
M.R. Mandell,1476652831553699861,"Los Angeles, CA",2023-01-15 19:56:12,@rainnwilson @Seahawks Sorry. Not sorry. -San Jose 49ers Faithful. 😉❤️🏈,0,Twitter for iPhone,
Joseph (Doesn’t Pay For OF),207403090,"Los Angeles, CA",2023-01-15 19:45:47,One &amp; done seahawks bruh https://t.co/Kl9OAFxj2L,0,Twitter for iPhone,
Ric O,112887611,"Los Angeles, CA",2023-01-15 19:22:39,I don’t know what I’m more excited for. The @Seahawks upcoming offseason moves and next season? Or the fact that we… https://t.co/hvss4Xnk0z,0,Twitter for iPhone,
Mr. Mo'Kelly 🎙️📺,22596600,Los Angeles,2023-01-15 19:20:08,@VetanzeTherapy The intimation is clear.  Playoff teams usually and COMMONLY have losses to non-playoff teams over… https://t.co/AzlLidtujQ,0,Twitter Web App,
Kate O'Hare 💙💚,297682907,Los Angeles,2023-01-15 18:48:38,Officially declaring the @bills to be my backup rooting team for the playoffs. I am from Northern NYState (the east… https://t.co/ByFeKDwUp3,0,Twitter Web App,
Jim Rothman,65701661,"Los Angeles, CA",2023-01-15 18:39:15,"Great Analysis:

We need a dynamic playmaker on O, while shoring up the O and Dline.

https://t.co/JKWWg2PuM0… https://t.co/4221O7zdM1",1,Twitter for iPhone,
Big ass shotgun look like Lauri Markkanen,91000925,LA,2023-01-15 18:23:19,"49ers beat Seahawks, Arsenal beat Tottenham, it's a great time!",0,Twitter for Android,
NFL Guru Joe ,532819897,"Long Beach, CA",2023-01-15 18:18:58,@jfitzsports @49ers The game against the Bears was in a monsoon.  And his ankle exploded while dicing up the Seahawks,0,Twitter for iPhone,
YUNG NET SAVE PE$O,258654121,"Los Angeles, CA",2023-01-15 18:16:16,"SO confused on Broncos fans trying to Roast Seahawks fans about Russ LMFAO

Did you see the fucking dumpster fire h… https://t.co/LxSJsJYrXO",0,Twitter for iPhone,
Zach,15770469,"Los Angeles, CA",2023-01-15 18:12:11,@smsugar40 @CorbinSmithNFL @Locked_Seahawks Basically said the same thing. Geno fumbles. Can’t do that. Then forced… https://t.co/gtQjmLZgIB,0,Twitter for iPhone,
Zach,15770469,"Los Angeles, CA",2023-01-15 18:11:21,@CorbinSmithNFL @Locked_Seahawks Geno seems like an amazing person and I love his story and he throws a beautiful b… https://t.co/ARWci2SdQb,0,Twitter for iPhone,
Rico Alexander,184906967,"Los Angeles, CA",2023-01-15 18:02:13,"@AJCovington @Curtis_Crabtree Yes, it was mutual like Wilson said and unlike what the seahawks higher ups said.",0,Twitter Web App,
Jeff Graham,222642338,"Los Angeles, CA",2023-01-15 17:52:35,"Sat/Sun NFL -1U
PAR 2 TEAM 200/+101⏳
[142] 49ERS -460👍
[150] BENGALS -425
TEASER 3 TEAM 10PT TIES LOSE +100⏳
[143]… https://t.co/xnePi9UxcL",0,Twitter Web App,
Peter Roberts,2879999342,"Marina del Rey, CA",2023-01-15 17:24:29,@49ers @19problemz The Niners now OWN the Seahawks at 3-0 this year! NO more watching Pete Carroll run down the sid… https://t.co/gN8EXf2h29,0,Twitter for iPad,
Michael Shea,4841325205,"Los Angeles, CA",2023-01-15 17:20:57,@MikeDugar This is why the Seahawks making the playoffs this year was important. Getting the kids big game experien… https://t.co/W5jcCKhNYy,0,Twitter for iPhone,
simplyseattle,3301844520,Seattle,2023-01-15 17:20:29,"In years past, the end of the Seahawks season marked the beginning of a dry spell of the Seattle sports calendar. 

Not this year 😉",2,Twitter for iPhone,
Golden Ruel,2998658360,"Seattle, WA",2023-01-15 17:05:27,"@BIrvin_WVU11 Bruce Coach Ruel here. You played a great game. Proud of you.
Your post was an awesome appreciation f… https://t.co/nOTOq1GWkp",0,Twitter for iPhone,
MoJackCheese,116288443,"Los Angeles, CA",2023-01-15 16:40:14,"@CorbinSmithNFL @Locked_Seahawks Yes but need at least a Top 10 D, maybe Top 5.",0,Twitter for iPhone,
Thirst and Goal Podcast (NFL)™ 🏈,1069044145702887425,"Los Angeles, CA",2023-01-15 16:29:38,"Do the #Seahawks draft a QB but also sign Geno Smith to an extension, after setting several franchise records?",0,Twitter for Android,
TitansFBRealm,1576378060571430912,"Los Angeles, CA",2023-01-15 16:27:28,@ZuckerJason @benyarthur Hi bout them Seahawks 😂😂😂 I got a trash response for you right here 🖕🏼,0,Twitter for iPhone,
Eddie Francis,21140580,"Los Angeles, CA",2023-01-15 16:14:41,Sports fans are wild. My homies in the group text think everything is a cheat against the Seahawks. Even obvious sh… https://t.co/IsrWDYteLl,1,Twitter for iPhone,
Jimmy P,2670177032,Los Angeles,2023-01-15 16:01:58,@jacobsports12 @RGIII @49ers @brockpurdy13 Seahawks bot - jk :) You gonna have a good team soon enough. Let us have this. :),0,Twitter for iPhone,
JonnyPatriot,949073053,"Los Angeles, CA",2023-01-15 16:01:20,"@Seahawks @GenoSmith3 Nice season for Seattle. 
The Russell Wilson trade is showing strong signs of fortifying a so… https://t.co/tJjO1ZGuRs",0,Twitter for Android,
JonnyPatriot,949073053,"Los Angeles, CA",2023-01-15 15:48:47,"@BradyHenderson I will speak for Seahawks fans and say thank you, Geno. Good luck with your next team.",0,Twitter for Android,
Hana Wu 🍜,818993986354352129,"Los Angeles, CA",2023-01-15 15:47:08,"Oh for crying out loud... the only positive thing in my ""What's happening"" column right now is NINERS 41 SEAHAWKS 2… https://t.co/Ep75JSpyC7",0,Twitter Web App,
Steven Hoang,1031420113730203649,"Manhattan Beach, CA",2023-01-15 15:17:30,49ers will run through bad teams #49ers #Seahawks,0,Twitter for iPhone,
Jon Malkemus,48384016,LA,2023-01-15 13:17:52,@ramdonomo @JayChucksFrank @rainnwilson @Seahawks Let’s be real; Inglewood is synonymous with LA. Santa Clara and Sf on the other hand……..,0,Twitter for iPhone,
Live News Update,1600491102053736452,los angeles,2023-01-15 12:25:27,NFL Playoff Bracket after 49ers blow through Seahawks https://t.co/9rnIt1X50u https://t.co/lrWKIBSlCA,0,Twitter Web App,
Daniel Agnew,152535027,"Long Beach, CA",2023-01-15 11:23:37,How many times the Niners beat the Seahawks this season? https://t.co/sr4RX73goU,0,Twitter for Android,
Breaking News Update,1599995142194302976,los Angeles,2023-01-15 09:47:49,NFL Playoff Bracket after 49ers blow through Seahawks #Raiders #NFL #Steelers #HereWeGo #Pickett #Franco https://t.co/G9lt9igCXj,0,Jetpack.com,
Live News Update,1600491102053736452,los angeles,2023-01-15 09:15:39,"Brock Purdy, 49ers find rhythm in second half as Seahawks falter https://t.co/Qz7zWKXhqj https://t.co/X78FfdTqn4",0,Twitter Web App,
VonAllen Sports (SPQVAS),1075636822561173504,"West Hollywood, CA",2023-01-15 09:10:09,"VAS Reaction Show #56 | Jaguars def Chargers | 49ers def Seahawks POST GAME!
JAGGIN OFF !
#JAXvsSD

https://t.co/fGuoptkBlB",0,Twitter Web App,
Live News Update,1600491102053736452,los angeles,2023-01-15 08:44:57,3 Seahawks most to blame for Wild Card playoff loss to 49ers https://t.co/rir7zwHUq5 https://t.co/Yz8qcmaeO8,0,Twitter Web App,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 08:20:52,@Jake82911541 @stxrmcj @Seahawks @GenoSmith3 https://t.co/qxcBUrSZgQ this rhino pill got me going I got you,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 08:17:12,@Jake82911541 @stxrmcj @Seahawks @GenoSmith3 -lost today and can’t take the DICK IN THEY TUMMY😹😹😹😹😹😹😹,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 08:15:22,@Jake82911541 @stxrmcj @Seahawks @GenoSmith3 COPE😹😹😹😹😭😭😭😭YOUR TEAM LOST TODAY BUDDY🫵🏽🫵🏽😹😹LOSER,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 08:13:44,@stxrmcj @Jake82911541 @Seahawks @GenoSmith3 😹😹😹😹your team doesn’t play till September 🫵🏽,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 08:07:05,@stxrmcj @Jake82911541 @Seahawks @GenoSmith3 https://t.co/qxcBUrSZgQ move y’all hands I got plenty 😩,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 08:05:31,@Jake82911541 @Seahawks @GenoSmith3 Cope lil man 😹😹😹😹,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 08:01:29,@Jake82911541 @Seahawks @GenoSmith3 almost there’s it’s coming  keep being on my dick 😩 https://t.co/qxcBUrSZgQ,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 07:55:40,@Jake82911541 @Seahawks @GenoSmith3 😹😹🫵🏽go cook up some mock drafts loser your team don’t play again till September LMAOOOOOOOO,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 07:52:36,@Jake82911541 @Seahawks @GenoSmith3 Almost done 😩😩 https://t.co/qxcBUrSZgQ,0,Twitter for iPhone,
CBASS,3410714713,"Los Angeles, CA",2023-01-15 07:49:57,@Jake82911541 @Seahawks @GenoSmith3 Take these back shots like your team buddy😹😹😹 cope you fucking loser😹😹🫵🏽 https://t.co/qxcBUrSZgQ,0,Twitter for iPhone,
John Salvatore,1135637781097541632,"Los Angeles, CA",2023-01-15 07:30:47,@FB_Helmet_Guy Seahawks shoulda lost draft picks for ruining the perfect unees/helmets.,0,Twitter Web App,
Live News Update,1600491102053736452,los angeles,2023-01-15 07:11:54,"Picks for the Wild Card Round of the NFL Playoffs: 49ers vs Seahawks, Chargers vs Jaguars, Bills vs Dolphins, and m… https://t.co/jkMqvPiqVg",0,Twitter Web App,
Karyn Bryant,79517227,"Los Angeles, CA",2023-01-15 06:58:29,@garretdillahunt @JDMorgan @Seahawks I watched at work with die-hard Seattle fan @MikeMav22. He bet against the haw… https://t.co/Dq8X2QNJcx,0,Twitter for Android,
The Man from U.N.L.T.D.,890078126,Los Angeles,2023-01-15 06:48:11,@Seahawks @Toyota The team put in a great campaign. So much to look forward to. Good things are comin with this gro… https://t.co/jBbHhdoITG,0,Twitter for iPhone,
The Man from U.N.L.T.D.,890078126,Los Angeles,2023-01-15 06:46:53,@JeremyT1717 @Seahawks @Toyota Sweet Curt Warner jerseys!,0,Twitter for iPhone,
Breaking News Update,1599995142194302976,los Angeles,2023-01-15 06:41:56,3 Seahawks most to blame for Wild Card playoff loss to 49ers #Raiders #NFL #Steelers #HereWeGo #Pickett #Franco https://t.co/4OdyGj4JtU,0,Jetpack.com,
Order_Volaan,1051274616952352768,"Los Angeles, CA",2023-01-15 06:38:19,Liked on YouTube: Seattle Seahawks vs. San Francisco 49ers | 2022 Super Wild Card Weekend Game Highlights https://t.co/MH8OshKomd,0,IFTTT,
DG USMC SGT,1562970173375537153,"Los Angeles, CA",2023-01-15 06:35:44,"So after watching the Seahawks, who were playing with house money, not really try against the Whiners today, I watc… https://t.co/LgDMe9QlHI",0,Twitter for Android,
TOMMY,306550908,"Paramount, CA",2023-01-15 06:15:14,The rams shouldn’t be laughing… the niners are solid and the Seahawks are only to get better after the draft… 3rd p… https://t.co/7aDoZKPtCG,0,Twitter for iPhone,
J Kristopher,84449391,Los Angeles,2023-01-15 06:02:47,@rainnwilson @Seahawks They appreciate it man. And congrats to the Cancun Seahawks.  They definitely overachieved.,0,Twitter for iPhone,
anarchy21,15922460,"Alhambra, CA",2023-01-15 06:02:40,@EShy @rainnwilson @Seahawks Even all the way down southern CA! Tons of Niners fans in LA!!,0,Twitter for iPhone,
anarchy21,15922460,"Alhambra, CA",2023-01-15 05:55:05,So much loser talk in the comments hahahahaha. https://t.co/DwPeBJ31EY,0,Twitter for iPhone,
SubIsPog (9-8) #7,1101625758936518657,"Los Angeles, CA",2023-01-15 05:39:29,(Classic) Seahawks. Some things never change I guess https://t.co/31NUqbAbho,0,Twitter for Android,
アレックス・ロザーノ 🇺🇦 (Alex Lozano),1251786074600267777,"North Hollywood, California",2023-01-15 05:26:19,"49ers 41-23 Seahawks

Jaguars 31-30 Chargers (LAC blow 30-3 lead 😅😂🤣)...SCREW Herbert &amp; the Chargers!!",0,Twitter Web App,
𝕷𝕵⁵ 🌴,820737811632574469,"Los Angeles, CA",2023-01-15 05:24:46,@ZacharyKarubian @Seahawks bruh get off my twitter,0,Twitter for iPhone,
FRANKIE,1038866105085788160,"Los Angeles, CA",2023-01-15 05:20:01,@itsygbaby_ damn tuned out at half time and came back to a 2pt game lmaoo. going to cabo w seahawks,0,Twitter for iPhone,
Eric Lyke,36162242,"Los Angeles, CA",2023-01-15 05:10:59,@Seahawks dtatf a DE and S this coming draft. Also experience. Next year! #GoHawks,0,Twitter for iPhone,
Breaking News Update,1599995142194302976,los Angeles,2023-01-15 05:07:46,"Picks for the Wild Card Round of the NFL Playoffs: 49ers vs Seahawks, Chargers vs Jaguars, Bills vs Dolphins, and m… https://t.co/35YlGoZZDt",0,Jetpack.com,
𝕵𝖔𝖍𝖓🃏,1241835958233788416,"Los Angeles, USA",2023-01-15 05:00:39,@LETGENOCOOK7 @Seahawks @Toyota Alright Lil bro💀💀 https://t.co/CpEgeTz2X5,0,Twitter for iPhone,
𝕵𝖔𝖍𝖓🃏,1241835958233788416,"Los Angeles, USA",2023-01-15 04:55:25,@LETGENOCOOK7 @Seahawks @Toyota 💀💀like i said keep crying LIL BRO https://t.co/43SooVuEKD,0,Twitter for iPhone,
